"id","submitdate","lastpage","startlanguage","seed","PERBG1","PERBG1_other","PERBG2","PERBG3","PERBG3_other","PERBG3ING","PERBG3ING_other","PERBG3GEO","PERBG3GEO_other","PERBG3MATH","PERBG3MATH_other","PERBG3PHYS","PERBG3PHYS_other","PERBG3LIFE","PERBG3LIFE_other","PERBG3BIO","PERBG3BIO_other","PERBG3MED","PERBG3MED_other","PERBG3AGRI","PERBG3AGRI_other","PERBG3PSYCH","PERBG3PSYCH_other","PERBG3CHEM","PERBG3CHEM_other","PERBG4","PERBG6","PERBG6_other","PERBG8","RSDP1_1A2","RSDP1_3A4","RSDP1b_1","RSDP1c_1","RSDP1c_2","RSDP1c_3","RSDP1c_4","RSDP1c_5","RSDP1c_6","RSDP1c_7","RSDP1c_8","RSDP1c_9","RSDP1c_10","RSDP1c_11","RSDP1c_other","RSDP3_1","RSDP3_10","RSDP3_11","RSDP3_12","RSDP3_13","RSDP3_14","RSDP3_15","RSDP3_2","RSDP3_3","RSDP3_4","RSDP3_5","RSDP3_6","RSDP3_7","RSDP3_8","RSDP3_9","RSDP3_other","RSDP7","RDMPR10_1","RDMPR10_2","RDMPR10_3","DTPUB6_1","DTPUB1b_1","DTPUB1b_2","DTPUB1b_3","DTPUB1b_other","DTPUB5_1","DTPUB5_2","DTPUB5_3","DTPUB5_4","DTPUB5_5","DTPUB3_1","DTPUB3_2","DTPUB3_3","DTPUB3_4","DTPUB3_5","DTPUB3_6","DTPUB3_7","DTPUB3_other","DTPUB4a_0","DTPUB4a_1","DTPUB4a_2","DTPUB4a_3","DTPUB4a_4","DTPUB4a_5","DTPUB4a_6","DTPUB4a_7","DTPUB4a_other","DTPUB4b_0","DTPUB4b_1","DTPUB4b_2","DTPUB4b_3","DTPUB4b_4","DTPUB4b_5","DTPUB4b_6","DTPUB4b_7","DTPUB4b_other","RSDP10","RDMPR1_0","RDMPR1_1","RDMPR1_2","RDMPR1_3","RDMPR1_other","RDMPR3_0","RDMPR3_1","RDMPR3_2","RDMPR3_3","RDMPR3_other","RDMPR7_2","RDMPR7_3","RDMPR7_4","RDMPR7_5","RDMPR7_6","RDMPR7_7","RDMPR7_8","RDMPR7_9","RDMPR7_other","RDMPR8_2","RDMPR8_3","RDMPR8_4","RDMPR8_5","RDMPR8_6","RDMPR8_7","RDMPR8_8","RDMPR8_9","RDMPR8_10","RDMPR9_2","RDMPR9_3","RDMPR9_4","RDMPR9_5","RDMPR9_6","RDMPR9_7","RDMPR9_8","RDMPR9_9","RDMPR9_10","DTPUB7_0","DTPUB7_1","DTPUB7_21","DTPUB7_22","DTPUB7_23","DTPUB7_24","DTPUB7_31","DTPUB7_32","DTPUB7_33","DTPUB7_41","DTPUB7_42","DTPUB7_43","DTPUB7_44","DTPUB7_51","DTPUB7_52","DTPUB7_61","DTPUB7_62","DTPUB7_71","DTPUB7_72","DTPUB7_81","DTPUB7_82","DTPUB7_83","DTPUB7_91","DTPUB7_92","DTPUB7_93","DTPUB7_other","RDMPR4","RDMPR5","RDMPR6_1","RDMPR6_13","RDMPR6_14","RDMPR6_15","RDMPR6_16","RDMPR6_17","RDMPR6_18","RDMPR6_19","RDMPR6_2","RDMPR6_20","RDMPR6_21","RDMPR6_22","RDMPR6_23","RDMPR6_24","RDMPR6_3","RDMPR6_4","RDMPR6_26","RDMPR6_other","RDMPR12_0","RDMPR12_1","RDMPR12_2","RDMPR12_3","RDMPR12_4","RDMPR12_5","RDMPR12_6","RDMPR12_other","RDMPR11_0","RDMPR11_1","RDMPR11_4","RDMPR11_5","RDMPR11_6","RDMPR11_7","RDMPR11_8","RDMPR11_9","RDMPR11_other","SERVC1_0","SERVC1_1","SERVC1_2","SERVC1_3","SERVC1_4","SERVC1_5","SERVC1_6","SERVC1_7","SERVC1_8","SERVC1_9","SERVC1_other","SERVC2_1","SERVC2_2","SERVC2_3","SERVC2_4","SERVC2_5","SERVC2_6","SERVC3","interviewtime","groupTime201","PERBG1Time","PERBG2Time","PERBG3Time","PERBG3INGTime","PERBG3GEOTime","PERBG3MATHTime","PERBG3PHYSTime","PERBG3LIFETime","PERBG3BIOTime","PERBG3MEDTime","PERBG3AGRITime","PERBG3PSYCHTime","PERBG3CHEMTime","PERBG4Time","PERBG6Time","PERBG8Time","groupTime202","RSDP1Time","RSDP1bTime","RSDP1cTime","RSDP3Time","RSDP7Time","RDMPR10Time","groupTime203","DTPUB6Time","DTPUB1bTime","DTPUB5Time","DTPUB3Time","DTPUB4aTime","DTPUB4bTime","RSDP10Time","groupTime204","RDMPR1Time","RDMPR3Time","RDMPR7Time","RDMPR8Time","RDMPR9Time","DTPUB7Time","RDMPR4Time","RDMPR5Time","RDMPR6Time","RDMPR12Time","RDMPR11Time","groupTime205","SERVC1Time","SERVC2Time","SERVC3Time","PERBG7","RSDP2_6","RSDP2_1","RSDP2_2","RSDP2_3","RSDP2_5","RSDP2_other","RSDP2b_7_1","RSDP2b_7_2","RSDP2b_7_3","RSDP2b_1-1","RSDP2b_1-2","RSDP2b_1-3","RSDP2b_2-1","RSDP2b_2-2","RSDP2b_2-3","RSDP2b_3-1","RSDP2b_3-2","RSDP2b_3-3","RSDP2b_5-1","RSDP2b_5-2","RSDP2b_5-3","RSDP2b_6-1","RSDP2b_6-2","RSDP2b_6-3","RSDP4","RSDP8","RSDP11","RDMPR6_10","RDMPR6_11","RDMPR6_12","RDMPR6_5","RDMPR6_6","RDMPR6_7","RDMPR6_8","RDMPR6_9","RDMPR6_25","groupTime220","PERBG7Time","groupTime221","RSDP2Time","RSDP2bTime","RSDP4Time","RSDP8Time","RSDP11Time","groupTime222","groupTime223","groupTime224","groupTime226","groupTime227","groupTime228","groupTime229","groupTime230","RSDP2_4","RSDP2b_4-1","RSDP2b_4-2","RSDP2b_4-3","groupTime211","groupTime212","groupTime213","groupTime214","groupTime215","groupTime191","groupTime192","groupTime193","groupTime194","groupTime195","groupTime206","groupTime207","groupTime208","groupTime209","groupTime210"
"11","","0","de","162607152","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12","1980-01-01 00:00:00","5","de","450113363","HZDR","","1","1","","","","","","","","","","","","","","","","","","","","8","","5","5","","2","2","5","5","","","","","","","","","","","","ESRF","","","","Y","","Y","","","","Y","","","","","","","2","PostgreSQL","PhreeqC","Geochemist's Workbench","40","Y","","","öffentlich zugängliche Datenbanken","","","","","","Y","Y","","","","Y","","","","","Y","","","","Y","Y","","","","","","","","","","","1","","Y","Y","Y","","","Y","","Y","","Y","Y","Y","","Y","","","","","1","1","2","","1","","","","","2","2","3","","2","","","","","","","","","Y","Y","Y","","","Y","Y","Y","","","","Y","Y","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","","","","","","","","Y","","Y","Y","","","Y","","2","3","3","1","2","1","","402.71","38.28","","","","","","","","","","","","","","","","","142.48","","","","","","","66.81","","","","","","","","109.87","","","","","","","","","","","","45.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13","1980-01-01 00:00:00","5","de","1312868723","HZDR","","1","2","","10","","","","","","","","","","","","","","","","","","","","6","-oth-","technischer Angestellter","2","5","2","","","","","","","","","","","","","","Y","","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","","","6","PTC Creo Parametric","Altium Designer","EPLAN","90","","","","intern im Institut","","","","","","Y","","","Y","","Y","","","","Y","Y","","","Y","Y","Y","","","","","","","","","","","1","","Y","Y","","","","Y","","Y","","Y","Y","Y","Y","Y","Y","Y","Y","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sie sind Grundlage vonn wissenschaftlichen Publikationsdaten","1","2","","","","","","","","","","","","","","","","","","","","Y","Y","Y","","","Y","","","Y","","","Y","","","","","","","Y","Y","Y","Y","Y","Y","","Y","","3","3","1","","","3","Meine Anregung und Intention aus dieser Umfrage ist, auch den Fokus innerhalb der Helmholtzgemeinschaft von den Wissenschaftlern zum technischen Personal hin zu lenken. Ich bin [personal information removed] innerhalb unseres Dienstleistungsinstituts, welches Hand-in-Hand mit den Wissenschaftlern geht um deren Experimentieranlagen zu aktualisieren, zu revisionieren und in der Regel überhaupt erst einmal von Grund auf zu entwickeln. Wir sind eine äußerst beliebte Institution, da bei uns Mechanische Entwicklung, Instrumentierung und Automatisierung sowie Leiterkartenfertigung und mechanische Fertigung zentralisiert sind - wir sind also die rechte Hand der Wissenschaftler bei Ihrer Arbeit und nehmen die zeitaufwendigen Aufgaben für die Anlagen in die Hand. Somit können sich Wissenschaftler auf ihre eigentliche Arbeit konzentrieren und müssen sich nicht mit ""Nebenkriegsschauplätzen"" befassen. Außerdem profitieren beide Seiten - wir lernen stets mehr KnowHow durch die Wissenschaftler und andersherum profitieren diese von unserem breiten Wissenspektrum diverser Projekte zuvor und dem Wissen aus der Industrie und all dem technischen Wissen Anlagen CE-konform und nach industriellen Standards (DIN, EN, ISO, ASTM, ... ) bereitsstellen zu können. Des Weiteren finden sich alle Dokumentationen bei uns wieder.
Allerdings erreichen wir Kapazitätsgrenzen alle Daten der Produkte noch gewissenhaft und vor allem effizient verwalten zu können. Intern sowie als Schnittstelle zu den Wissenschaftlern. Auch wir sehen unsere Daten als immenses Fundament der wissenschaftlichen Arbeit, deren Aufwand, Umfang und Fachwissen oft im verborgenen bleibt. In der Regel sind Wissenschaftler auf uns angewiesen, damit ihre Anlagen den Bedingungen für die zu erfassenden Forschungsergebnisse vorbereitet und ausgelegt sind. Um weiterhin vertrauensvoll und gewissenhaft agieren zu können und den Wissenschaftlern wichtige, kostbare Zeit zu ersparen, benötigen wir moderne Datenmanagementsysteme (PDM/PLM). Erst mit Ihnen können nachhaltige Dokumentationen wirklich für die Zukunft sichergestellt werden und eine moderne direkte Interaktion mit modernen Tools zu Simulationen beispielsweise für flexibleren und stärkeren Output sorgen.

Wir verwalten knapp 5,8 Mio. Dateien in über 150.000 Ordnern mit verschiedensten Rechteverteilungen und belegen dabei 6,5 TB Speicherplatz. Eine zeitgemäße Handhabe über den Windows-Explorer ist so langsam damit überfordert.

Deshalb wollen wir anregen, dass die Helmholtzgemeinschaft auch den Blick für die Arbeit im Hintergrund der Wissenschaft stärken möchte und damit der Effektivität von Wissenschaft (schnellere und häufigere Publikationen, da Vorbereitungszeit vom technischen Personal parallel läuft / nachhaltig gesicherte Dokumentation zur Sicherstellung von Forschungs-/Messdaten / Anlagensicherheit und -wartung für reibungslose Messzeiten) eine solide Basis und Aufschwung verschafft.

Wir würden uns über Ihre Offenheit und Antwort darüber freuen.

Mit freundlichen Grüßen
[personal information removed]","22964.8","508.5","","","","","","","","","","","","","","","","","1316.38","","","","","","","1199.24","","","","","","","","4172.46","","","","","","","","","","","","15768.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","1980-01-01 00:00:00","5","de","257089990","HZDR","","1","2","","11","","","","","","","","","","","","","","","","","","","","3","4","","2","4","2","0","","","","","","","","","","","","","","Y","Y","","","Y","","Y","Y","","Y","","Y","","","","3","OpenFOAM","","","15","","Y","","","RODARE","","","","","","Y","","","Y","Y","","","","","","Y","","","","Y","Klärung lizenzrechtlicher Fragen im Einzelfall umfangreich","","","","","","","","","","1","","","Y","","","","","Y","","Setup files für Rechenfälle+eigene Tutorials im Team gepflegt, gesichert, z.T. publiziert","Y","Y","","Y","","Y","","Y","Installationsanweisung","1","1","","1","","1","","1","1","3","3","","3","","3","","","3","","","Y","Y","Y","Y","Y","","","","","","","Y","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Die Nutzbarmachung der zur Verfügung stehenden Infrastruktur nimmt zu Beginn viel Zeit in Anspruch","","Y","","","","","Y","","Y","Y","","2","3","3","2","3","3","","759.6","54.86","","","","","","","","","","","","","","","","","137.49","","","","","","","161.32","","","","","","","","352.82","","","","","","","","","","","","53.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","","0","de","589654194","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16","1980-01-01 00:00:00","5","de","886394663","HZDR","","1","2","","5","","","","","","","","","","","","","","","","","","","","2","3","","2","2","1","0","","","","","","","","","","","","","","Y","Y","","Y","","","","","","","","Y","","","","2","Python","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","Y","","","0","","","Y","","","","","","","Gitlab","Y","","Y","Y","","","","","","","","2","1","","","","","","3","","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","","","Y","","","Y","Y","Y","Y","","Y","","Y","","","3","2","2","1","3","2","","282.9","33.25","","","","","","","","","","","","","","","","","84.64","","","","","","","38.49","","","","","","","","91.78","","","","","","","","","","","","34.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17","1980-01-01 00:00:00","5","de","2019194434","HZDR","","1","2","","6","","","","","","","","","","","","","","","","","","","","5","-oth-","Nachwuchsgruppenleiter","3","5","1","","","","","","","","","","","","","","","Y","Y","","","","","","Y","","","","","","","","4","OpenFOAM","Paraview","Snakemake","95","","","","Rodare","","","","","","Y","Y","","","Y","","","","","","Y","Y","","","","","","","","","","","","","","","1","","","Y","","","","","","","Git","","","Y","","","Y","","","","","","1","","","1","","","","","","1","","","1","","","","","","","","","","","","","","","Y","","","","","","Y","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","","","Y","Y","","","Y","","2","3","2","1","2","3","","404.09","60.67","","","","","","","","","","","","","","","","","94.8","","","","","","","87.44","","","","","","","","109.69","","","","","","","","","","","","51.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18","","0","de","199982176","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19","","0","de","930050302","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20","1980-01-01 00:00:00","5","de","2116404298","DLR","","1","2","","-oth-","Softwareentwicklung","","","","","","","","","","","","","","","","","","","4","3","","2","5","5","","","","","","","","","","","","","","","Y","Y","Y","","Y","Y","","Y","Y","","","","","","","2","Python","git","Wiki","0","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","1","","","Y","","","","","Y","Y","","","Y","","","Y","","","","","","2","","","2","","","","","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","Y","Y","","","","","","","","Y","","","Y","","Y","","3","3","2","1","2","1","","424.81","58.19","","","","","","","","","","","","","","","","","120.55","","","","","","","65.18","","","","","","","","111.9","","","","","","","","","","","","68.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21","1980-01-01 00:00:00","5","de","560094922","HZDR","","1","2","","10","","","","","","","","","","","","","","","","","","","","3","2","","2","1","1","0","","","","","","","","","","","","","","","Y","Y","Y","Y","","Y","","","Y","","","Y","","","6","DaVis","Matlab / Python","Latex","30","","Y","","","Rodare","","","","","Y","Y","","Y","","","","","","","Y","Y","","","","","","","","","","","","","","","1","","","","Y","","","Y","","Y","","Y","Y","Y","Y","Y","","","","","1","1","1","1","1","","","","","2","2","2","2","3","","","","","","","","","Y","Y","Y","Y","","Y","Y","Y","Y","","Y","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","","","","","","","","Y","","Y","","","Y","","","3","3","3","2","3","2","","398.98","44.03","","","","","","","","","","","","","","","","","86.66","","","","","","","79.08","","","","","","","","154.28","","","","","","","","","","","","34.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22","1980-01-01 00:00:00","5","de","2030074395","HZDR","","1","4","","","","4","","","","","","","","","","","","","","","","","","5","6","","3","1","2","0","","","","","","","","","","","","","","Y","","Y","","","","","","","Y","","","","","","3","Excel","IOGAS","Leapfrog","25","Y","","","","","","","","","Y","","","","Y","Y","","","Y","","","","","","","","","","","","","","","","","","1","","Y","","","","","Y","","","","Y","Y","Y","","","","","","","3","3","3","","","","","","","3","3","3","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","Y","Y","Y","","","","","Y","","","","","","","","","","Y","","Y","Y","Y","Y","","","","","2","3","1","1","3","3","Keine","431.94","39.86","","","","","","","","","","","","","","","","","150.99","","","","","","","70.73","","","","","","","","109.9","","","","","","","","","","","","60.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23","1980-01-01 00:00:00","5","de","1031874918","HZDR","","1","2","","11","","","","","","","","","","","","","","","","","","","","3","2","","2","1","2","30","","","","","","","","","","","","SINQ","","","","","","","","","","","Y","","","","","","5","ImageJ","Matlab","Mathematica","100","","Y","","","RODARE","","","","","","","","Y","Y","Y","","","","","Y","Y","Y","","","","","","","","","","","","","","1","","","Y","Y","","","","Y","Y","","Y","Y","Y","Y","Y","","","","","1","1","1","1","1","","","","","3","2","2","3","3","","","","","","","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","Y","Y","","","","","","","","Y","Y","Y","","","Y","","Y","","3","3","3","2","2","2","","336.16","30.98","","","","","","","","","","","","","","","","","77.09","","","","","","","74.68","","","","","","","","116.21","","","","","","","","","","","","37.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","","-1","de","129938350","DLR","","1","2","","6","","","","","","","","","","","","","","","","","","","","5","-oth-","Administrative Leiter*in","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","834.0","801.23","","","","","","","","","","","","","","","","","32.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","1980-01-01 00:00:00","5","de","222441513","DLR","","1","2","","6","","","","","","","","","","","","","","","","","","","","4","3","","1","3","3","0","","","","","","","","","","","","","","","","Y","Y","Y","","Y","","","Y","","Y","Y","","","0","Excel","ANSYS","","10","","","","Nur wesentliche Ergebnisse alsGrafik und einzelne Zahlenwerte.","","","","","","","","","Y","","","","","","","Y","Y","","","","","","","","","","","","","","","1","","","Y","","","","Y","","Y","","Y","Y","","","","","","","","1","2","","","","","","","","3","3","","","","","","","","","","","","Y","Y","Y","Y","Y","","","","","","","","","","","","","","","","","","1","2","","","","","","","","","","","","","","","","","","","","","","Y","","","","EIheitlicher Standart","","Y","","","","","","","","","","","","","","Y","","Y","","","2","3","2","2","2","2","","452.94","48.47","","","","","","","","","","","","","","","","","122.39","","","","","","","103.22","","","","","","","","147.06","","","","","","","","","","","","31.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","1980-01-01 00:00:00","5","de","834815290","DLR","","1","7","","","","","","","","9","","","","","","","","","","","","","","5","5","","1","2","4","0","","","","","","","","","","","","","","","Y","","","","Y","","","","Y","","","","","","6","selbstgeshrieben","","","10","","","","datenweitergabe bei Anfrage","","","","","","Y","","","","","Y","","","","","Y","","","","","","","","","","","","","","","","1","","","Y","","","","","Y","Y","","","","Y","Y","","","","","","","","2","2","","","","","","","","2","2","","","","","","","","","","","","","","","Y","Y","","","","Y","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","Y","Y","Y","Y","Y","","","","","","2","2","","1","","","","3302.71","57.29","","","","","","","","","","","","","","","","","151.22","","","","","","","2883.55","","","","","","","","90.97","","","","","","","","","","","","119.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27","","1","de","385915646","DLR","","1","7","","","","","","","","16","","","","","","","","","","","","","","2","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176.32","176.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28","1980-01-01 00:00:00","5","de","676987965","DLR","","1","2","","6","","","","","","","","","","","","","","","","","","","","5","5","","1","","2","","","","","","","","","","","","","","","Y","","","","","Y","","Y","","","","Y","","","","0","oemof (python)","Powerfactory","","10","","Y","","","github","","","","","","Y","","Y","","Y","","","","","","","","","Y","","","","","","","","","","","","1","","","","","Archivfestplatten (Gute wissenschaftliche Praxis)","","","Y","","","Y","Y","Y","Y","Y","Y","","","","1","2","1","1","1","1","","","","3","3","3","3","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","Y","Y","Y","","","Y","Y","Y","","3","3","3","3","3","3","Unterstützung bei der Datensammlung (z.B. mit Hilfe einer DMZ) wäre sehr hilfreich. Bei unserem ""neuen"" Institut macht es den Anschein als ob beim DLR keine Struktur existieren würde und Wege um Daten aus dem Feld ins DLR-Netz zu bekommen erst eröffnet werden müssten. Es kann bei unseren Messungen leider nicht immer sichergestellt werden, dass die Messgeräte im Feld nicht manipuliert werden/wurden. Hier wäre eine sichere Lösung sehr hilfreich.","800.95","63.14","","","","","","","","","","","","","","","","","112.66","","","","","","","122.7","","","","","","","","197.71","","","","","","","","","","","","304.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29","","0","en","1793041180","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30","","1","de","234220811","DLR","","1","7","","","","","","","","7","","","","","","","","","","","","","","2","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.86","65.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
